news_type,industry,product,provider,buyer,provider_location,buyer_location,bill
第一类新闻,空,空,华贸物流,迈瑞医疗,中游,下游,3000万元。
第一类新闻,空,电竞领域人工智能解决方案,顺网科技,百度文心一言,中游,中游,空
第一类新闻,EGFR×HER3双抗,空,百利天恒,空,上游,中游,空
第一类新闻,建筑与工程,历史文化街区更新设计,上海华建工程建设咨询有限公司,空,中游,空,空。
第一类新闻,空,天线、EMIEMC、无线充电、高性能精密连接器,信维通信,北美大客户,空,空,空
第一类新闻,百万机组,空,江苏国信,射阳港,中游,下游,空
第一类新闻,电子元器件,屏幕,天马微电子,荣耀Magic5,上游,下游,空
第一类新闻,太阳能光伏产业,无银HJT太阳能电池,中国电科2所,安徽阜阳市委,中游,下游,空
第一类新闻,车载毫米波雷达,空,长电科技,空,上游,中游,空
第一类新闻,空,TOPCon激光SE直掺设备,英诺激光公司,TOPCon公司,中游,下游,空
第一类新闻,电力储能,空,南都电源,空,上游,下游,1.39亿元
第一类新闻,光刻工艺,空,三星电子,空,空,下游,空
第一类新闻,渔业水产养殖,空,佛照科技,中国农机院,中游,中游,空
第一类新闻,激光放映系统,RGB,瑞丰光电,万达,上游,下游,空
第一类新闻,混合现实,空,三星电子,Alphabet旗下谷歌,中游,中游,空。
第一类新闻,轨交,空,上海地铁,苏州地铁,中游,中游,空
第一类新闻,新能源汽车废旧电池回收处理,旺能城矿科技有限公司,安徽巡鹰新能源集团有限公司,下游,下游,空,空。
第一类新闻,光伏组件,通威集团,Minlea,上游,中游,空,100MW。
第一类新闻,电池材料,电芯,空,南都电源,空,上游,空
第一类新闻,行业信息化,空,科大国创,京东科技,中游,上游,空
第一类新闻,数字孪生,空,科大国创,北京五一视界,中游,上游,空
第一类新闻,空,百度文心一言,尚美数智科技集团,空,下游,下游,空
第一类新闻,空,空,中国移动,华为,下游,上游,空。
第一类新闻,5G标准,空,荣耀,华为,中游,上游,空
第一类新闻,药物,柏腾®BA9DCB,空,蓝帆医疗,空,空,空
第一类新闻,航空航天,空,中国商飞,北航大,下游,上游,空
第一类新闻,空,空,阿里云,True,中游,中游,空
第一类新闻,能源,核电,浙能电力,中广核,下游,上游,空
第一类新闻,信创产业链,空,空,空,中科曙光产业链位置中游,用友网络产业链位置中游,空
第一类新闻,散货船,空,浙银金融租赁,瑞易联合航运资产管理有限公司,中游,下游,空
第一类新闻,太阳能瓦片玻璃及储能产品,亚玛顿,特斯拉,中游,上游,空,空。
第一类新闻,轨道交通,空,三菱公司,空,中游,空,19.1亿美元。
第一类新闻,边缘计算,空,南天信息,空,上游,中游,空。
第一类新闻,PCB光刻胶,空,广信材料,PCB企业,上游,下游,空
第一类新闻,磁钢,空,横店东磁,部分新能源汽车生产企业,中游,下游,空
第一类新闻,锂矿,锂精粉,李家沟锂矿,雅化集团,下游,中游,空
第一类新闻,磁钢,空,横店东磁,部分新能源汽车生产企业,上游,下游,空
第一类新闻,半导体,空,索尼集团,三星电子,中游,中游,空
第一类新闻,光连接产品及综合布线服务,空,特发信息,"字节,,,百度,,,阿里,,,华为",中游,上游,空
第一类新闻,涂胶显影机,空,芯源微,客户,下游,上游,空
第一类新闻,新能源及电子家电领域,电池壳及盖板、水冷板、型材托盘、板材托盘,空,空,上游,下游,空。
第一类新闻,复合材料,空,"索通发展,,,北摩高科",空,空,空,空。
第一类新闻,空,空,京山轻机,晶澳科技,下游,上游,3.09亿元。
第一类新闻,财务资金,空,冀中能源,河北京冀工贸,中游,上游,空
第一类新闻,光刻胶,空,彤程新材,空,中游,空,空
第一类新闻,6G通信技术,空,中京电子,空,中游,空,空。
第一类新闻,电子商贸直播,空,上海翡翠东方传播(TVBC),淘宝,上游,下游,千万港元。
第一类新闻,晶圆代工,空,"联电,,力积电,,世界先进",空,空,空,空
第一类新闻,毫米波天线,空,武汉凡谷,空,上游,中游,空
第一类新闻,海产品,空,海欣食品,空,中游,空,空
第一类新闻,汽车线束,空,摩恩电气,空,中游,空,空
第一类新闻,发动机,V6发动机,阿尔特,北汽BJ80,中游,上游,空
第一类新闻,空,抗肿瘤新药,睿昂基因,爱渡医疗,下游,中游,空。
第一类新闻,车用芯片,空,欧美IDM业者,空,上游,空,空
第一类新闻,游戏领域,空,世纪华通,空,中游,空,空
第一类新闻,数据中心,空,世纪华通,空,中游,空,空
第一类新闻,半导体光刻胶单体,空,瑞联新材,空,生产商,中游,空
第一类新闻,工程勘察设计,空,深水规院,空,中游,空,10亿元
第一类新闻,供应链,空,京东零售,空,中游,空,空
第一类新闻,黄酒,古越龙山,空,中游,空,空,
第一类新闻,智能网联,空,高新兴,联宝科技,中游,中游,空
第一类新闻,智能网联,空,高新兴,联宝科技,中游,中游,空。
第一类新闻,覆铜板,空,高斯贝尔,空,中游,空,空。
第一类新闻,金融科技,文心一言,百度,凌志软件,上游,中游,空
第一类新闻,基因组育种,空,华中农业大学,空,空,上游,空
第一类新闻,车载端软硬件,空,中海达,"小鹏汽车,,,上汽集团,,,长城汽车,,,一汽红旗",未说明,未说明,空
第一类新闻,眼科,准分子激光气,凯美特气公司,国内某知名眼科医院,下游,上游,空
第一类新闻,疫苗,空,北京科兴,空,下游,空,空
第一类新闻,EPC总承包,空,节能铁汉公司,湖北省黄冈市,中游,下游,1.01亿元。
第一类新闻,自然语言处理,GPT-3,微软Azure,万科,供货公司产业链位置,收货公司产业链位置,空
第一类新闻,光伏发电,空,节能国祯,"亳州南部新区污水厂,,,城南污水厂","上游,,,上游",空,空。
第一类新闻,炼化,空,中国港湾,中国寰球,中游,中游,空。
第一类新闻,液冷系统,浸没式液冷产品,依米康,重要战略客户,"中游,,,下游",上半年,空
第一类新闻,电子纸,空,合力泰,下游终端客户,中游,下游,空
第一类新闻,云计算,空,汇金科技,百度文心一言,中游,中游,空
第一类新闻,空,空,明新旭腾,西门子,中游,上游,空
第一类新闻,矿业,空,上海聚锦归,新余赣锋矿业,中游,下游,3.15亿元
第一类新闻,医疗保健,空,普瑞眼科,空,上游,下游,1.15亿元。
第一类新闻,铁矿石,空,新疆宝地矿业,"新疆八一钢铁公司,,,首钢伊犁钢铁公司,,,甘肃酒钢集团宏兴钢铁公司",产业链位置未知,产业链下游,空
第一类新闻,空,空,华贸物流,三一物流,中游,下游,5000万元。
第一类新闻,橡胶组件,笔式注射器用橡胶组件,空,空,空,空,空
第一类新闻,空,空,软通动力,福建联通,中游,中游,空。
第一类新闻,汽车电子,空,雅创电子,特斯拉,中游,下游,空
第一类新闻,高温气体传感器,四方光电,国内外主机厂,下游,上游,空,
第一类新闻,氧气传感器,四方光电,前装市场,上游,空,空,
第一类新闻,工程检测,空,合诚检测公司,临沧检测公司,中游,中游,空。
第一类新闻,无键键盘,空,苹果公司,空,上游,空,空
第一类新闻,空,空,小米,委员会中层及高层,空,空,空。
第一类新闻,软件,空,万兴科技,空,空,空,空
第一类新闻,核电阀门,空,江苏神通,空,下游,上游,空
第一类新闻,空,空,Archer Aviation,硅谷银行,中游,中游,空。
第一类新闻,地产项目,空,格力地产,空,中游,下游,43.27亿元
第一类新闻,新能源汽车,仪表板横梁,空,空,下游,空,空
第一类新闻,新能源汽车,车身冲焊件、门槛梁和防撞梁等14种汽车零部件,空,空,中游,空,空
第一类新闻,法律服务,空,中国律师事务所,外国律师事务所,中游,中游,空
第一类新闻,跨境综合物流,空,嘉友国际,空,中游,下游,订单金额空
第一类新闻,空,New Bing中的ChatGPT功能,蓝色光标,微软广告,下游,上游,空。
第一类新闻,无线网络,XR业务,中国移动,中兴通讯,中游,中游,空
第一类新闻,连接器壳体,空,长源东谷,某知名新能源汽车客户,下游,上游,空
第一类新闻,储能,空,利元亨,国内知名储能企业,上游,下游,空
第一类新闻,新能源智能装备,空,利元亨,英、法分公司,中游,下游,空
第一类新闻,车载智能座舱产品,闻泰科技,头部智能汽车客户,中游,上游,空,空
第一类新闻,云游戏,空,微软,Boosteroid,中游,中游,空
第一类新闻,注塑机,空,伊之密,客户,中游,下游,空
第一类新闻,逆变器,空,华宝新能,空,上游,中游,空
第一类新闻,通信业务,空,中达安,中国移动通信集团有限公司下的19家分子公司,供应商,下游,3.94亿元
第一类新闻,锂电池,空,宁波方正,鹰潭高新技术产业开发区管理委员会,中游,下游,空
第一类新闻,空,空,宁德时代及其控股子公司,先惠技术,下游,上游,7.09亿元。
第一类新闻,工程机械,空,空,主机厂,上游,中游,空
第一类新闻,复合铜箔,空,三孚新科,空,中游,空,空。
第一类新闻,无人驾驶出租车,日产聆风,文远知行 WeRide,日产出行服务有限公司,空,中游,空
第一类新闻,网络安全,通用安全产品和服务,山石网科,三六零,中游,中游,空
第一类新闻,空,空,辛选集团,海威中心3号楼,供应链中游,空,空。
第一类新闻,空,空,供应商公司名称,小鹏汽车,中游,下游,空。
第一类新闻,网络营销,空,宇禾文化传媒有限公司,亚润进网络科技有限公司,上游,中游,空
第一类新闻,原材料,空,华塑科技,代理,中游,中游,空
第一类新闻,电子元器件,单晶硅片,空,中晶科技,空,空,空
第一类新闻,人工智能,空,竹间智能公司,"中科曙光公司,智谱AI公司","中游,中游",空,空。
第一类新闻,科技服务,空,元隆雅图,百度,中游,中游,空
第一类新闻,网络设备,GreenEngine,中兴通讯,中国移动,中游产业链,下游产业链,空
第一类新闻,半导体,空,三星电子,现代汽车,中游,下游,空
第一类新闻,光引发剂,空,扬帆新材,空,中游,下游,空
第一类新闻,集装箱码头,空,洋浦集装箱码头有限公司,空,中游,空,8000标箱
第一类新闻,工业互联网,空,新元科技,空,下游,空,空。
第一类新闻,空,"底盘系统,车身轻量化,热管理系统,内外饰系统,NVH减震系统",拓普集团,蔚来,中游,中游,空
第一类新闻,轻量化车载新型显示组件,空,伟时电子,空,中游,空,5.9亿元
第一类新闻,智能计算,空,山西阳泉百度智算中心,空,上游,下游,空
第一类新闻,城乡供水,空,甘肃省水利水电勘测设计研究院有限责任公司,阿克塞县生态保护,中游,中游,8419万元。
第一类新闻,电池,钠离子电池,宁德时代,空,中游,空,空
第一类新闻,高效运算（HPC）系统,空,工业富联,ChatGPT,供应链中游,下游,空
第一类新闻,新能源,空,西子洁能,玫克生储能,下游,中游,空。
第一类新闻,语言模型,短文本对话方法,腾讯科技（深圳）有限公司,空,中游,空,空
第一类新闻,功能性器件,空,智动力公司,华为公司,中游,下游,空
第一类新闻,高效运算HPC系统,空,工业富联,ChatGPT,上游,下游,空。
第一类新闻,手机芯片,OLED手机芯片ICNA3512,"集创北方,,,终端客户","中游,,,下游",空,空,空。
第一类新闻,个人小包,空,台湾,福建,上游,下游,空
第一类新闻,无线通信,5G基站收发信主板产品,崇达技术,中兴,中游,上游,空
第一类新闻,农业,猪、鸡、鱼、鸭半成品销售,空,空,上游,下游,空
第一类新闻,智慧交通,空,空,空,上游,中游,空
第一类新闻,光伏,空,隆基绿能,空,上游,空,空
第一类新闻,电子信息设备,空,金智科技,东南大学,中游,下游,3063.95万元
第一类新闻,智能化设备,空,金智科技,江苏高淳经济开发区教育发展中心,中游,下游,3063.95万元
第一类新闻,锂矿,空,华友钴业,空,上游,下游,空
第一类新闻,电线电缆,久盛电气,保利发展控股集团,下游,上游,空,空
第一类新闻,空,空,创业慧康,银川市卫健委,上游,下游,空
第一类新闻,医疗设备,人工智能平台,美敦力,英伟达,中游,中游,空。
第一类新闻,污水处理设备,空,天源环保,江西建工轨道建设有限公司,中游,下游,4500万元。
第一类新闻,中医药,空,博济医药,盘龙药业,中游,上游,空。
第一类新闻,LED光学透镜用高硼硅玻璃,空,力诺特玻,空,上游,中游,空。
第一类新闻,房地产,SenseMARS原境空间,商汤科技,中原地产,中游,下游,空
第一类新闻,风电,空,三一重能,空,中游,空,18500万元和15511.61万元。
第一类新闻,空,空,顺德农商银行,碧桂园服务,下游,上游,空。
第一类新闻,传感器,空,四方光电,欧洲著名主机厂,中游,下游,2.32亿元（含税）
第一类新闻,绿色低碳产业,空,空,空,供应链位置：上游,空,订单金额：空
第一类新闻,抗流感创新药,速福达,罗氏制药中国,华润医药商业集团,中游,下游,空
第一类新闻,预制菜,空,龙大美食,鲁商集团,中游,中游,空。
第一类新闻,空,多维表格,空,飞书,中游,中游,空
第一类新闻,空,荣乌高速烟威改扩建项目,山东路桥公司,空,上游,空,25.43亿元。
第一类新闻,空,人工智能集成,Shopify,谷歌云,中游,中游,空
第一类新闻,终端产品,空,亿联网络,微软,下游,中游,空
第一类新闻,光伏发电,空,华曜新能源,力合环保,中游,下游,630万元
第一类新闻,人工智能,空,东方财富,空,中游,空,空
第一类新闻,柔性AMOLED屏幕,空,"维信诺,,,京东方","上游,,,上游",空,空,空
第一类新闻,数字孪生技术,"虚拟主持人N小黑,N小白",博瑞传播,成都每经传媒有限公司,中游,中游,空
第一类新闻,接入产品,特发信息公司,华为公司,中游,下游,空,空。
第一类新闻,空,空,英飞凌,台达电子,中游,上游,空
第一类新闻,细胞治疗生产工艺,空,星奕昂,东富龙,中游,中游,空
